IMO,Name,Shipe_type,Fuel_conso_kg/nmile,CO2emission_kg/nmile
9432141,CHIPOLBROK GALAXY,General cargo ship,113.17,353.38
9432153,KRASZEWSKI,General cargo ship,101.5,317.69
9432165,QIAN KUN,General cargo ship,92.74,292.28
9432206,BELTNES,Bulk carrier,94.63,295.34
9432220,VERA RAMBOW,Container ship,96.58,305.48
9432232,GERDA,Container ship,95.06,300.12
9432464,DENSA LION,Bulk carrier,105.99,335.43
9432476,DENSA TIGER,Bulk carrier,103.18,327.09
9432488,DENSA EAGLE,Bulk carrier,92.31,291.69
9432490,SIDER BERGEN,General cargo ship,47.16,149.14
9432505,SIDER SONJA,General cargo ship,51.71,163.72
9432517,SIDER MONICA,General cargo ship,49.29,158.02
9432529,OLYMPIA LOGGER,Bulk carrier,81.88,259.3
9432531,PLUTO,Bulk carrier,86.06,269.66
9432866,KATTEGAT,Chemical tanker,60.86,194.85
9432892,LAKE WANAKA,Vehicle carrier,109.87,343.13
9433016,TECTUS,Oil tanker,131.78,413.69
9433262,HUDSONGRACHT,General cargo ship,60.79,189.62
9433274,HUMBERGRACHT,General cargo ship,58.08,181.55
9433286,MYS FLORA,General cargo ship,58.46,183.7
9433298,BBC MARYLAND,General cargo ship,56.48,176.96
9433303,LOKHOLMEN,Chemical tanker,64.04,204.15
9433315,BBC SWITZERLAND,General cargo ship,53.19,168.3
9433327,BBC AUSTRIA,Other ship types,59.18,186.65
9433456,SELFOSS,Container ship,71.89,230.48
9433509,TORM ATLANTIC,Oil tanker,91.5,285.5
9433585,PINK STARS,Oil tanker,130.18,407.6
9433602,AEOLIAN VICTORY,Bulk carrier,85.78,267.72
9433626,ETERNAL BLISS,Bulk carrier,94.07,297.07
9433664,KEY GUARDIAN,Bulk carrier,112.23,351.86
9433690,KARELIS-72,General cargo ship,33.6,106.28
9433810,DEE4 FIG,Oil tanker,87.1,277.06
9433896,HOANYA WISDOM,Bulk carrier,57.55,181.72
9433901,BSL ELSA,Chemical tanker,119.2,373.42
9434175,AMBRA,General cargo ship,76.74,240.84
9434204,OLAF,Chemical tanker,84.04,262.06
9434228,SVEN,Chemical tanker,96.23,301.68
9434230,TORM SINGAPORE,Oil tanker,85.14,266.17
9434266,VALENCIA KNUTSEN,LNG carrier,309.92,863.12
9434369,MARAN GUARDIAN,Bulk carrier,134.25,419.67
9434395,MARAN VIGOUR,Bulk carrier,178.58,556.61
9434412,MARAN HARMONY,Bulk carrier,232.54,729.65
9434424,SAMJOHN SOLIDARITY,Bulk carrier,198.55,619.01
9434436,SAMJOHN LEGACY,Bulk carrier,225.12,704.87
9434498,AMSTEL LION,Bulk carrier,90.09,284.3
9434668,RF ALICE,Chemical tanker,65.2,206.63
9434723,KIRANA NAREE,Bulk carrier,106.1,335.02
9434735,KANCHANA NAREE,Bulk carrier,117.44,371.62
9434747,SSI INVINCIBLE II,Bulk carrier,91.53,285.53
9434759,OSTERMARSCH,General cargo ship,42.42,135.33
9434761,AMELAND,General cargo ship,44.72,141.57
9434802,CONTSHIP VIE,Container ship,101.88,321.2
9434917,MAERSK NIAMEY,Container ship,146.3,456.9
9434929,MAERSK NIJMEGEN,Container ship,132.77,414.48
9434931,CAUCEDO EXPRESS,Container ship,123.17,385.54
9434943,PUERTO LIMON EXPRESS,Container ship,127.75,399.54
9435026,MV BBC TENNESSEE,General cargo ship,52.35,163.63
9435105,ERIK,General cargo ship,56.08,175.71
9435129,JANNES,General cargo ship,63.93,199.46
9435313,ARROW STAR 1,Oil tanker,62.47,197.64
9435325,AGVANIS,Oil tanker,54.68,172.81
9435454,GNV SEALAND,Ro-pax ship,158.51,500.5
9435557,OWL 4,Chemical tanker,53.51,167.15
9435753,HEERENGRACHT,General cargo ship,56.42,176.78
9435856,KURT PAUL,General cargo ship,65.98,208.32
9435894,OVERSEAS MYKONOS,Oil tanker,99.43,311.69
9435909,OVERSEAS SANTORINI,Oil tanker,99.23,310.74
9436018,IRIDESCENT,Oil tanker,163.4,515.31
9436020,CRUDE CENTURION,Oil tanker,187.58,593.28
9436197,BG ONYX,Container ship,75.98,242.27
9436202,BG RUBY,Container ship,77.01,245.4
9436214,SAMSKIP INNOVATOR,Container ship,73.12,230.4
9436226,VASTERBOTTEN,General cargo ship,38.17,122.36
9436238,HALLAND,General cargo ship,38.52,123.48
9436240,NYLAND,General cargo ship,38.73,124.16
9436252,URA,General cargo ship,48,153.88
9436264,NORJARL,General cargo ship,36.99,118.59
9436276,SUA,General cargo ship,44.71,143.33
9436290,SAMSKIP ENDEAVOUR,Container ship,81.13,256.03
9436305,VERONICA B,Container ship,66.23,208.3
9436329,BBC VOLGA,General cargo ship,62.59,198.38
9436331,YAMAL ORLAN,General cargo ship,73.52,229.82
9436343,GRAZIA,Chemical tanker,103.36,325.14
9436381,ASKHOLMEN,Chemical tanker,106.33,337.56
9436408,STORHOLMEN,Chemical tanker,74.88,236.44
9436422,CMA CGM AMBARLI,Container ship,205.19,640.38
9436434,GUENTHER SCHULTE,Container ship,179.81,567.68
9436446,NORDIC LIGHT,Oil tanker,172.65,539.22
9436458,BACH,Container ship,162.51,506.7
9436460,ORIENT CAVALIER,Bulk carrier,150.67,476.21
9436513,BERGE SONG SHAN,Bulk carrier,147.48,460.84
9436642,KMAX RULER,Bulk carrier,Division by zero!,Division by zero!
9436654,KMAX VISION,Bulk carrier,Division by zero!,Division by zero!
9436666,HISTRIA PRINCE,Oil tanker,100.19,314.23
9436678,ICHESIA M,Chemical tanker,121.78,381.54
9436680,COSTANZA M,Oil tanker,125.19,393.61
9436692,LISCA NERA M,Oil tanker,124.84,392.49
9436707,ALLEGRA,Chemical tanker,109.3,343.48
9436719,HISTRIA GEMMA,Oil tanker,88.7,278.22
9436733,INCE EGE,Bulk carrier,119.28,374.5
9436941,SYRA,Oil tanker,203.56,636.46
9436953,BBC KWIATKOWSKI,Other ship types,48.13,152.58
9436965,BBC GDANSK,Other ship types,47.6,150.88
9437048,GSL TRIPOLI,Container ship,192.33,601.04
9437139,MICHIGAN,Container ship,100.76,314.95
9437141,ANNALISA P,Container ship,100.22,317.61
9437153,BBC BERGEN,General cargo ship,40.19,127.89
9437165,BBC BANGKOK,Other ship types,40.08,127.54
9437191,AS FATIMA,Container ship,98.28,308.28
9437309,ABB VANESSA,General cargo ship,67.96,214.49
9437311,JANIS,General cargo ship,65.18,203.62
9437323,UHL PASSION,General cargo ship,92.87,293.05
9437335,OCEAN GIANT,General cargo ship,98.71,312.18
9437385,SEASPAN LONCOMILLA,Container ship,192.28,606.07
9437517,ST GEORGE,Bulk carrier,82.15,259.29
9437529,ST. PETER,Bulk carrier,69.64,219.16
9437684,CHRYSALIS,Oil tanker,390.25,1251.14
9437866,SILVER SPIRIT,Passenger ship,157.74,505.7
9437919,GRANDE GUINEA,Container/ro-ro cargo ship,117.19,366.04
9437921,GRANDE CONGO,Container/ro-ro cargo ship,119.1,372.04
9437933,GRANDE GABON,Container/ro-ro cargo ship,129.17,403.69
9437983,CLARET PRINCE,Oil tanker,153.81,480.8
9438028,ASPEN,Bulk carrier,136.17,429.85
9438042,ROADRUNNER,Bulk carrier,103.51,323.2
9438066,MARINA,Passenger ship,266.48,854.34
9438078,RIVIERA,Passenger ship,323.47,1037.04
9438121,ANDREAS K,Bulk carrier,131.17,409.39
9438169,BOMAR JUPITER,Chemical tanker,62.82,197.5
9438248,GURONI,Chemical tanker,44.79,142.87
9438365,CS FLOURISH,General cargo ship,92.4,291.41
9438406,PENTATHLON,Oil tanker,178.68,559.07
9438418,NORDIC CROSS,Oil tanker,181.58,572.65
9438444,NORDIC,Chemical tanker,67.3,215.77
9438482,CS SERVICE,Refrigerated cargo carrier,143.33,448.28
9438511,STAR TRUST,Refrigerated cargo carrier,114.26,360.29
9438573,ONEGO ELBE,General cargo ship,48.59,152.35
9438585,ONEGO NEVA,General cargo ship,46.78,147.71
9438614,GOLDEN SUEK,Bulk carrier,111.47,351.97
9438626,GOLDEN BULL,Bulk carrier,100.45,314.91
9438638,GOLDEN BRILLIANT,Bulk carrier,126.91,398.38
9438717,NEPTUNE KEFALONIA,Vehicle carrier,77.66,242.25
9438781,NYMPHE,Bulk carrier,171.38,535.6
9438858,AMUNDSEN SPIRIT,Oil tanker,194.27,622.82
9438860,NANSEN SPIRIT,Oil tanker,193.44,620.18
9438949,IVER BITUMEN,Oil tanker,46.03,144.04
9439060,MARAN TRANSPORTER,Bulk carrier,173.36,542.34
9439151,CAROLINE ESSBERGER,Chemical tanker,50.88,163.12
9439163,IVER AMBITION,Chemical tanker,57.61,182.59
9439307,OWL 2,Chemical tanker,113.75,357.93
9439357,OWL 5,Chemical tanker,67.01,211.74
9439369,OWL 1,Chemical tanker,65.43,204.85
9439383,PS GENOVA,Oil tanker,160.08,500.51
9439400,PS VENEZIA,Oil tanker,223.74,705.57
9439498,BSG BAHAMAS,Container ship,176.3,550.53
9439670,CAPTAIN A. STELLATOS,Oil tanker,126.74,400.59
9439802,RIDGEBURY ROSEMARY E,Oil tanker,89.95,284.56
9439814,ERIN SCHULTE,Chemical tanker,78.04,249.48
9439826,EVA SCHULTE,Chemical tanker,66.92,214.55
9439840,ELISABETH SCHULTE,Chemical tanker,61.34,194.51
9439864,ERIKA SCHULTE,Chemical tanker,69.75,222.31
9439876,ELISALEX SCHULTE,Chemical tanker,77.39,245.44
9440033,TORM INDIA,Oil tanker,92.13,288.41
9440083,NEPTUNE ITHAKI,Vehicle carrier,89.57,279.55
9440095,NEPTUNE ODYSSEY,Vehicle carrier,77.54,242.12
9440100,NEPTUNE ILIAD,Vehicle carrier,72.87,227.59
9440148,NEPTUNE HELLAS,Vehicle carrier,78.66,245.44
9440150,CAPE MALE,Container ship,124.75,389.62
9440241,ARKLOW MANOR,General cargo ship,57.65,182.69
9440253,ARKLOW MARSH,General cargo ship,56.84,180.25
9440265,ARKLOW MILL,General cargo ship,58.53,184.97
9440277,ARKLOW MEADOW,General cargo ship,52.18,165.39
9440306,MSC MELTEMI III,Container ship,185.97,586.9
9440320,MARAN GRACE,Bulk carrier,173.14,540.38
9440382,MIKELA P.,Oil tanker,170.14,538.13
9440394,SEACON 9,Bulk carrier,131.04,410.95
9440447,CSL THAMES,Bulk carrier,75.33,238.86
9440473,ALTESSE,Chemical tanker,140.67,440.24
9440485,ARAMON,Chemical tanker,110.74,346.85
9440497,ALIGOTE,Chemical tanker,148.55,465.86
9440514,PAG,Chemical tanker,83.51,263.82
9440526,MINERVA ELPIDA,Oil tanker,153.69,486.6
9440576,PANTONIO,Container ship,86.62,275.3
9440588,PENGALIA,Container ship,86.68,274.24
9440590,VENTO DI PONENTE,Container ship,68.4,216.97
9440605,NINA A,Container ship,72.79,231.47
9440796,BALTIMORE STAR,Container ship,158.44,494.55
9440801,HERON HUNTER,Container ship,148.27,461.99
9440825,DUBAI EXPRESS,Container ship,119.53,373.06
9440849,STAR LUNA,Bulk carrier,126.13,394.98
9440916,BULK PRIDE,Bulk carrier,95.42,302.38
9440930,PAQUETA ISLAND,Bulk carrier,100.65,315.18
9440978,THOR COURAGE,Bulk carrier,112.54,351.24
9440992,G TAISHAN,Bulk carrier,87.42,273.7
9441001,MSC PALOMA,Container ship,343.7,1083.01
9441130,ABEL MATUTES,Ro-pax ship,147.19,429.77
9441142,BAHAMA MAMA,Ro-pax ship,134.11,396.43
9441154,CAPE TALLIN,Chemical tanker,138.07,430.33
9441166,CAPE TAMPA,Chemical tanker,134.6,423.93
9441180,CAPE TEES,Chemical tanker,111.79,349.38
9441207,MINDORO STAR,Chemical tanker,114.88,359.46
9441271,CANARY,Bulk carrier,74.25,231.68
9441283,CRANE,Bulk carrier,111.3,347.37
9441295,EGRET BULKER,Bulk carrier,100.17,312.45
9441300,GANNET BULKER,Bulk carrier,103.15,321.73
9441312,GREBE BULKER,Bulk carrier,95.6,298.28
9441324,IBIS BULKER,Bulk carrier,98.06,306.02
9441336,JAY,Bulk carrier,109.44,341.8
9441374,ORIOLE,Bulk carrier,112.14,350.48
9441386,OWL,Bulk carrier,114,355.93
9441403,PUFFIN BULKER,Bulk carrier,128.32,400.86
9441415,ROADRUNNER BULKER,Bulk carrier,112.11,349.41
9441427,SANDPIPER BULKER,Bulk carrier,119.31,372.7
9441506,DIGNITY ACE,Vehicle carrier,106.92,337.74
9441520,HORIZON LEADER,Vehicle carrier,113.68,360.21
9441556,HERITAGE LEADER,Vehicle carrier,102.64,323.43
9441568,HARMONY LEADER,Vehicle carrier,129.68,410.75
9441570,HEROIC LEADER,Vehicle carrier,106.84,338.08
9441582,GLOVIS CLIPPER,Vehicle carrier,128.15,405.29
9441594,GLOVIS CARAVEL,Vehicle carrier,122.76,387.71
9441609,RCC CLASSIC,Vehicle carrier,134.06,424.58
9441611,RCC COMPASS,Vehicle carrier,126.81,400.66
9441623,RCC ANTWERP,Vehicle carrier,110.63,350.12
9441867,DONG-A GLAUCOS,Ro-ro ship,153.29,483.99
9441984,LUBIE,Bulk carrier,86.21,269.84
9442017,SERENE SEA,Oil tanker,106.69,332.93
9442108,SIYA,General cargo ship,41.21,130.61
9442158,SEARANGER,Oil tanker,174.26,549.42
9442378,PANAMANIAN,Bulk carrier,109.73,345.34
9442380,MAGIC VENUS,Bulk carrier,125.67,394.11
9442392,FORTUNA,Bulk carrier,121.05,383.23
9442471,GENEROSITY,Bulk carrier,111.27,350.8
9442512,YASA H.MULLA,Bulk carrier,114.64,359.25
9442524,IKAN BAWAL,Bulk carrier,126.89,395.92
9442548,ARIANE MAKARA,Chemical tanker,69.43,219.02
9442550,GINGA LYNX,Chemical tanker,98.14,307.45
9442562,BOW EMMA,Oil tanker,83.18,260.83
9442574,MAJESTY,Bulk carrier,Division by zero!,Division by zero!
9442718,EVANGELISTRIA,Bulk carrier,105.88,332.08
9442720,DAISY M,Chemical tanker,120.1,380.02
9442861,FLORIDA HIGHWAY,Vehicle carrier,101.3,321.03
9442873,COLUMBIA HIGHWAY,Vehicle carrier,93.54,295.47
9442885,ADRIATIC HIGHWAY,Vehicle carrier,105.21,329.27
9442914,DONIA,Chemical tanker,41.45,132.9
9443059,EXPRESS BLACK SEA,Container ship,132.5,417.61
9443061,SEN ARCHE,Chemical tanker,39.6,126.95
9443073,ATHENS HIGHWAY,Vehicle carrier,97.19,305.19
9443126,LUNARA,Bulk carrier,62.32,198.07
9443152,TORM NEW ZEALAND,Oil tanker,86.79,270.89
9443164,TORM MALAYSIA,Oil tanker,83.05,259.98
9443255,BALTIC QUEEN,Ro-pax ship,208.35,656.51
9443396,CAPE MORETON,Bulk carrier,80.93,255.45
9443401,AAMIRA,LNG carrier,378.12,1172.85
9443425,BALTIC SAPPHIRE,Chemical tanker,86.26,274
9443463,CMA CGM LEBU,Container ship,168.99,532.48
9443554,BORE SEA,Container/ro-ro cargo ship,117.07,365.46
9443566,BORE SONG,Container/ro-ro cargo ship,102.49,319.56
9443580,SYNERGY ANTWERP,Container ship,157.48,491.1
9443619,GOLDEN ZHEJIANG,Bulk carrier,180.42,564.86
9443669,HEEMSKERKGRACHT,General cargo ship,62.41,195.55
9443683,AL DAFNA,LNG carrier,433.29,1366.03
9443762,CRISTINA MASAVEU,Other ship types,69.73,223.55
9443774,SERVET ANA,Bulk carrier,64.8,201.91
9443839,SEA DUCK,Chemical tanker,65.15,205.51
9443841,TIGRIS,Oil tanker,60.91,195.27
9443918,MACURU ARROW,General cargo ship,102.85,323.27
9444027,HL SINES,Bulk carrier,157.43,490.42
9444455,SONGA PEARL,Oil tanker,104.57,327.3
9444467,SONGA SAPPHIRE,Oil tanker,100.94,316.44
9444479,SONGA RUBY,Chemical tanker,108.19,339.31
9444508,SERENA M,Chemical tanker,98.74,309.34
9444716,SANTA CLARA,Container ship,273.6,851.99
9444728,SANTA ISABEL,Container ship,256.07,710.84
9444742,SANTA CRUZ,Container ship,276.39,727.56
9444912,HELGA,Bulk carrier,66.44,210.26
9445071,INCE FORTUNE,Bulk carrier,118.41,370.93
9445124,DESPINA,Bulk carrier,62.4,197.04
9445136,ERIKETI,Bulk carrier,53.27,167.11
9445203,REK GRACE,Bulk carrier,69.08,218.64
9445409,GLOVIS SOLOMON,Vehicle carrier,152.65,478.95
9445540,BEGONIA S,General cargo ship,42.02,134.71
9445655,GOLDEN OAK,Chemical tanker,73.63,232.21
9445667,DESERT OAK,Chemical tanker,66.86,213.19
9445679,INFINITY V,Bulk carrier,99.58,311.67
9445693,ECOPACIFIC,Bulk carrier,204.29,641.06
9445710,UNION TRADER,Bulk carrier,96.18,301.62
9445904,CELSIUS LIVERPOOL,Container ship,168.28,526.92
9445916,CAPE MOSS,Container ship,193.6,603.49
9445954,GAS GROUPER,Gas carrier,99.14,309.79
9445980,MORNING LADY,Vehicle carrier,139.35,434.82
9445992,MORNING LAURA,Vehicle carrier,127.99,400.08
9446001,MORNING LENA,Vehicle carrier,145.14,452.48
9446013,MORNING LILY,Vehicle carrier,120.34,377.6
9446087,SAIKO,Bulk carrier,145.84,460.13
9446104,SANTA MARTA EXPRESS,Container ship,114.45,358.65
9446128,YUAN AN HAI,Bulk carrier,99.63,310.74
9446130,YUAN SHUN HAI,Bulk carrier,122.28,383.14
9446180,ZHOU SHAN HAI,Bulk carrier,102.68,320.29
9446374,MARE DORICUM,Oil tanker,209.14,663.28
9446427,ALTAI,Oil tanker,165.74,518.63
9446465,AQUA BONANZA,Bulk carrier,178.36,563.15
9446611,ORANGE TIGER,Bulk carrier,150.1,473.58
9446881,ADRIA ACE,Vehicle carrier,97.31,306.63
9447029,BASAT,Chemical tanker,77.27,247.72
9447043,HULIN,Chemical tanker,65.05,208.55
9447055,MANAS,Chemical tanker,93.75,300.58
9447067,SELENKA,Chemical tanker,75.96,243.53
9447287,FT STURLA,Chemical tanker,50.5,158.11
9447299,FT NERVI,Chemical tanker,57.95,181.52
9447304,FT QUINTO,Chemical tanker,62.37,195.65
9447330,FT QUARTO,Chemical tanker,109.41,344.75
9447744,NH ERLE,Oil tanker,88.57,276.98
9447756,NH SIRI,Oil tanker,106.81,338.77
9447770,CEDAR EXPRESS,Oil tanker,86.89,271.73
9447782,DORADO PLUS,General cargo ship,32.63,102.31
9447794,GAS SNAPPER,Gas carrier,85.61,270.23
9447809,GAS MANTA,Gas carrier,77.54,242.36
9447847,MADRID EXPRESS,Container ship,313.09,978.23
9447859,TENO,Container ship,259.82,819.18
9447861,ROME EXPRESS,Container ship,298.17,928.53
9447873,TUBUL,Container ship,182.06,567.32
9447885,SOUTHAMPTON EXPRESS,Container ship,258.65,812.07
9447897,TEMPANOS,Container ship,150.1,474.25
9447902,PARIS EXPRESS,Container ship,316.14,988.78
9447914,TORRENTE,Container ship,218.08,685.89
9448023,EVRYDIKI,Bulk carrier,155.42,485.13
9448035,IDOMENEAS,Bulk carrier,161.3,503.67
9448047,BIRTE OLDENDORFF,Bulk carrier,149.93,468.03
9448114,LIBERTY PRIDE,Vehicle carrier,123.54,385.29
9448138,SILVER MOON,Vehicle carrier,88.58,280.01
9448243,MISAGO ARROW,General cargo ship,89.51,282.43
9448255,AVOCET ARROW,General cargo ship,79.96,252.1
9448279,UBC CORK,Bulk carrier,56.3,179.44
9448281,UBC CARTAGENA,Bulk carrier,54.42,172.78
9448308,PAUWGRACHT,General cargo ship,122.31,383.26
9448310,CLOTILDE,Chemical tanker,102.87,324.43
9448322,VORIAS,Chemical tanker,90.3,285.74
9448346,PALEISGRACHT,General cargo ship,102.09,318.7
9448358,PIJLGRACHT,General cargo ship,98.24,308.22
9448360,POOLGRACHT,General cargo ship,102.18,322.6
9448372,PRINSENGRACHT,General cargo ship,93.62,293.3
9448384,PIETERSGRACHT,General cargo ship,93.2,292.43
9448425,LIBERTY PROMISE,Vehicle carrier,113.09,353.43
9448451,ARA HAMBURG,General cargo ship,45.28,143.62
9448487,GAZ FRATERNITY,Gas carrier,113.97,355.87
9448499,GAZ SERENITY,Gas carrier,84.4,265.68
9448504,GAZ PROVIDENCE,Gas carrier,98.73,308.41
9448578,JOKER,Bulk carrier,105.37,332.73
9448669,MARIELYST,Container ship,85.22,265.83
9448671,BEATRIZ B,Container ship,68.73,216.89
9448695,ELBSAILOR,Container ship,75.35,236.43
9448700,DILAM,Oil tanker,226.58,709
9448712,LAPEROUSE,Chemical tanker,82.8,261.6
9448724,LA DIGUE,Chemical tanker,96.88,302.25
9448748,COSCO JAPAN,Container ship,281.51,892.23
9448762,COSCO PHILIPPINES,Container ship,296.61,935.61
9448774,COSCO MALAYSIA,Container ship,229.89,725.09
9448786,COSCO INDONESIA,Container ship,237.75,749.56
9448815,COSCO VIETNAM,Container ship,235.55,742.8
9448827,GH TRAMONTANE,Container ship,158.3,492.96
9449106,MENDELSSOHN,Container ship,188.86,588.49
9449118,GH MAESTRO,Container ship,168.17,524.09
9449120,CHOPIN,Container ship,144.19,449.39
9449247,RHODOS,Bulk carrier,93.18,295.13
9449340,FOUR AIDA,Bulk carrier,88.68,280.72
9449352,ULTRA GALAXY,Bulk carrier,52.34,163.12
9449388,SANTANA,General cargo ship,37.27,118.4
9449405,MARE PICENUM,Oil tanker,124.44,393.26
9449443,PORTOLA,Chemical tanker,89.68,283.59
9449467,PUERTO AYSEN,Chemical tanker,Division by zero!,Division by zero!
9449780,KEFALONIA,General cargo ship,70.32,221.18
9449792,PAXI,Bulk carrier,71.42,225.52
9449819,CMA CGM CENDRILLON,Container ship,274.93,866.97
9449833,WARNOW MASTER,Container ship,118.79,374.15
9449845,AS ROSALIA,Container ship,105,328.07
9449871,LADY SALIHA,Bulk carrier,78.46,247.72
9449883,LADY SERRA,Bulk carrier,81.73,257.19
9449895,LADY ALARA,Bulk carrier,77.17,243.76
9450155,PENGHU SW,Bulk carrier,81.81,256
9450301,NORTHERN PRACTISE,Container ship,191.46,600.7
9450313,NORTHERN PRIORITY,Container ship,164.5,513.58
9450325,NORTHERN PRELUDE,Container ship,154.4,482.25
9450337,NORTHERN JUBILEE,Container ship,286.09,896.06
9450351,NORTHERN JUSTICE,Container ship,281.4,878.08
9450375,C HAMBURG,Container ship,306.75,969.11
9450399,PRAGUE EXPRESS,Container ship,239.06,752.69
9450404,SOFIA EXPRESS,Container ship,255.85,804.61
9450416,VIENNA EXPRESS,Container ship,227.94,712.57
9450428,NAGOYA EXPRESS,Container ship,220.98,696.2
9450430,BUDAPEST EXPRESS,Container ship,222.3,699.14
9450442,FRANKFURT EXPRESS,Container ship,217.81,681.32
9450571,SYNERGY BUSAN,Container ship,185.79,585.82
9450624,CMA CGM DALILA,Container ship,244.82,771.65
9450636,CMA CGM TITUS,Container ship,246.45,779.27
9450650,FOUR NABUCCO,Bulk carrier,83.09,260.97
9450662,FOUR OTELLO,Bulk carrier,82.78,259.43
9450674,FOUR RIGOLETTO,Bulk carrier,85.78,270.26
9450727,0542 MONTEGO BAY,Bulk carrier,92.62,288.98
9450739,0543 MAPUTO,Bulk carrier,89.71,283.44
9450753,0545 MONTREAL,Bulk carrier,91.97,290.27
9450765,0544 MOBILE,Bulk carrier,82.41,260.34
9450777,MONTEVIDEO,Bulk carrier,83.36,263.59
9450789,ATALANTA T,Oil tanker,76.49,239.77
9450832,APHRODITE M,Bulk carrier,88.89,282.09
9450844,KALLIOPI S,Bulk carrier,104.26,327.82
9450868,CAPTAIN VANGELIS,Bulk carrier,Division by zero!,Division by zero!
9450894,STAR DESPOINA,Bulk carrier,189.87,592.28
9450911,REN JIAN 16,Container ship,162.96,508.61
9450923,REN JIAN 17,Container ship,157.62,492.1
9450935,REN JIAN 25,Container ship,173.96,542.65
9451006,MEDITERRANEAN SEA,Vehicle carrier,104.6,328.5
9451044,ANGLO ALEXANDRIA,Bulk carrier,156.39,488.48
9451214,MELIGUNIS M,Oil tanker,76.46,240.25
9451226,ALI KA,Chemical tanker,49.34,156.39
9451288,CHEMROAD QUEST,Chemical tanker,80.52,251.95
9451305,DA ZI YUN,General cargo ship,Division by zero!,Division by zero!
9451317,DA YU XIA,General cargo ship,68,213.69
9451329,DA CUI YUN,General cargo ship,Division by zero!,Division by zero!
9451343,DA TONG YUN,General cargo ship,80.67,253.53
9451355,DA HONG XIA,General cargo ship,Division by zero!,Division by zero!
9451367,DA CAI YUN,General cargo ship,69.1,216.51
9451410,NORDIC MASA,Chemical tanker,69.97,221.14
9451460,ATAHUALPA,Oil tanker,76.29,238.52
9451575,SENATA,Bulk carrier,36.53,115.65
9451692,ALPINE MARINA,Chemical tanker,98.88,311.52
9451719,MONZA EXPRESS,Vehicle carrier,78.59,248.83
9451721,NEPTUNE HORIZON,Vehicle carrier,78.08,243.88
9451733,NINA,Chemical tanker,95.54,299.71
9451898,GLOVIS COUGAR,Vehicle carrier,126.66,397.01
9451915,CMA CGM AFRICA ONE,Container ship,161.95,510.38
9451927,CMA CGM AFRICA TWO,Container ship,163.56,515.38
9451939,CMA CGM AFRICA THREE,Container ship,163.48,515.12
9451965,CMA CGM AFRICA FOUR,Container ship,178.43,562.23
9451991,GAS COBIA,Gas carrier,84.38,264
9452139,KAI XUAN,General cargo ship,117.63,371.21
9452218,STINNES MISTRAL,General cargo ship,56.58,178.93
9452220,NOMADIC HJELLESTAD,General cargo ship,54.09,168.93
9452323,SIFTERI,General cargo ship,34.54,109.29
9452490,STELIOS B,Bulk carrier,92.34,291.02
9452505,SEAGULL,Bulk carrier,97.87,309.74
9452517,SOCRATIS,Bulk carrier,112.76,355.91
9452543,THEMIS,Bulk carrier,105.02,332.68
9452555,PLATON,Bulk carrier,133.27,421.97
9452593,GIEWONT,Bulk carrier,116.43,364.65
9452608,JAWOR,Bulk carrier,115.35,361.78
9452610,ORNAK,Bulk carrier,105.76,330.82
9452622,RYSY,Bulk carrier,130.38,408.23
9452634,JACOB H,Bulk carrier,93.24,294.33
9452660,HAUT BRION,Bulk carrier,84.84,267.34
9452854,SUPER TRADER,Bulk carrier,97.21,307.41
9452880,AFRODITI,Oil tanker,162.22,512.95
9452907,SEA ETIQUETTE,Bulk carrier,74.01,234.47
9453030,NEVERLAND DREAM,Oil tanker,147.25,460.79
9453054,PATRICIA V,Bulk carrier,113.25,360.02
9453066,ELENA VE,Bulk carrier,118,374.61
9453107,RCC PASSION,Vehicle carrier,97.37,307.29
9453248,OCEAN KNIGHT,Bulk carrier,97.99,309.56
9453250,XINHAITONG22,Bulk carrier,84.13,265.64
9453298,MSC CRISTIANA,Vehicle carrier,122.27,386.32
9453365,SPYROS V,Container ship,151.6,474.25
9453391,SKAFIA WAVE,Bulk carrier,124.43,389.08
9453406,MYKONOS WAVE,Bulk carrier,118.77,373.41
9453535,SARONIC TRADER,Bulk carrier,173.54,541.68
9453614,MEROVING,General cargo ship,37.33,116.95
9453731,BERGE TORRE,Bulk carrier,134.32,418.81
9453767,MARIA MARIA,Bulk carrier,Division by zero!,Division by zero!
9453781,PELAGICA,General cargo ship,62.57,197.98
9453793,COE LENI,General cargo ship,55.97,177.6
9453822,DRAGAO DO MAR,Oil tanker,183.72,574.17
9453834,HENRIQUE DIAS,Oil tanker,181.3,565.59
9453858,MARCILIO DIAS,Oil tanker,159.3,497.53
9453896,ABDIAS NASCIMENTO,Oil tanker,162.3,506.61
9453987,EAGLE HALIFAX,Oil tanker,177.04,560.1
9454034,MOLIVA,Container ship,50.95,160.83
9454125,MATRIX,Bulk carrier,37.44,118.59
9454151,AM GIJON,Bulk carrier,151.29,478.12
9454204,KEN WAVE,Bulk carrier,108.28,341.55
9454216,HOLLUM,General cargo ship,42.58,135.53
9454228,BBC MARMARA,General cargo ship,43.67,138.32
9454230,SVENDBORG,Container ship,90.73,282.93
9454242,SONDERBORG,Container ship,79.9,252.69
9454292,KEY FRONTIER,Bulk carrier,101.69,323.09
9454448,CMA CGM ALEXANDER VON HUMBOLDT,Container ship,337.29,1051.09
